,name,org_nr,address,post_code,post_area,rating,price_level,user_ratings_total,agg_grade,mean_inspection_type,total_inspections,website,reservable,dine_in,worst_grade,mean_grade,count_grade_0,count_grade_1,count_grade_2,count_grade_3,has_summary,weighted_score,priority
475,Joe & the juice ,918378839,STORGATA 3,0155,OSLO,3.2,2.0,17.0,7,0.375,8,0,0,1,2,0.875,4,1,3,0,0,3.25,2
476,Joe & the juice Skøyen ,915839029,MESSEPROMENADEN 2 ,0279,OSLO,3.2,2.0,17.0,8,0.25,8,0,0,1,2,1.0,2,4,2,0,0,2.0,1
477,Joe and the Juice,917585954,NYDALSVEIEN 33,0484,OSLO,3.7,2.0,54.0,3,0.1666666666666666,6,1,0,1,2,0.5,4,1,1,0,0,2.5,1
478,Joe and the Juice,917586144,OSCARS GATE 19,0352,OSLO,3.6,2.0,62.0,6,0.2857142857142857,7,1,0,1,2,0.8571428571428571,3,2,2,0,0,2.5,1
479,Johnny Rockets Sandvika,924420146,Brodtkorbsgate 7,0587,OSLO,4.1,2.0,171.0,1,0.0,2,1,0,1,1,0.5,1,1,0,0,1,1.0,0
480,Johnny Rockets Storgata,916052405,Storgata 31,0184,OSLO,4.1,2.0,775.0,2,0.0,3,1,1,1,1,0.6666666666666666,1,2,0,0,0,1.0,0
481,Johnny Rockets Storo ,921355351,Vitaminveien 29,0485,OSLO,4.0,2.0,737.0,1,0.0,3,1,1,1,1,0.3333333333333333,2,1,0,0,0,1.0,0
482,Jonathan Sushi Steen og Strøm ,914274907,Kongens gate 23,0153,OSLO,4.2,2.0,70.0,3,0.25,4,1,0,1,2,0.75,2,1,1,0,0,2.5,1
483,Jonoe ,994232215,THORVALD MEYERSGATE 14,0555,OSLO,4.1,2.0,189.0,16,0.5384615384615384,13,1,1,1,3,1.2307692307692308,5,1,6,1,1,4.25,2
484,Jordal Haveli,921825730,Strømsveien 22,0657,OSLO,3.8,2.0,131.0,3,0.3333333333333333,3,1,1,1,2,1.0,1,1,1,0,0,2.5,1
485,Jordbærpikene Lambertseter,995265990,Cecilie Thoresens vei 17/21 (Lambertseter Senter),1153,OSLO,3.4,2.0,44.0,9,0.3333333333333333,9,1,1,1,2,1.0,3,3,3,0,0,2.5,1
486,Jordbærpikene Storo,995340038,Vitaminveien 7-9,0485,OSLO,3.9,2.0,147.0,4,0.0,6,1,1,1,1,0.6666666666666666,2,4,0,0,0,1.0,0
487,Jordbærpikene Tveita ,896923862,TVEITA SENTER,0671,OSLO,3.8,2.0,113.0,7,0.25,8,1,0,1,2,0.875,3,3,2,0,0,2.2,1
488,Justisen,915982573,MØLLERGATA 15,0179,OSLO,3.7,2.0,618.0,7,0.4285714285714285,7,1,1,1,2,1.0,3,1,3,0,1,3.25,2
489,Jønk Burger ,925592471,Smalgangen 43,0188,OSLO,4.2,2.0,193.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
490,KUMI Oslobukta,926596438,Operagata 71B,0194,OSLO,4.1,2.0,118.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
491,Kafe Arkadia,874113662,MUSEUMSVEIEN 10,0287,OSLO,4.2,2.0,262.0,4,0.0,6,1,0,1,1,0.6666666666666666,2,4,0,0,0,1.0,0
492,Kafe Celsius Celsius Drift AS,972019089,RÅDHUSGATEN 19,0158,OSLO,4.0,2.0,430.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
493,Kafe Saba,992728213,Hollendergata 10,0190,OSLO,4.4,1.0,56.0,5,0.1666666666666666,6,1,0,1,2,0.8333333333333334,2,3,1,0,0,1.75,1
494,Kafe Steinbra AS,913892275,GRORUDVEIEN 5,0962,OSLO,4.4,2.0,227.0,15,0.5454545454545454,11,0,0,1,3,1.3636363636363635,4,1,4,2,0,5.0,2
495,Kafe i idrettshall,918252150,Oberst Rodes vei 79,1165,OSLO,4.2,2.0,221.0,1,0.0,1,1,0,0,1,1.0,0,1,0,0,0,1.0,0
496,Kafe-Kontoret,928193098,Grønlandsleiret 46,0190,OSLO,4.2,2.0,350.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
497,Kafeteria August,995781220,Universitetsgata 7,0164,OSLO,3.8,2.0,78.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
498,Kaffe & Brød Disen AS,892827532,DISENVEIEN 31,0587,OSLO,4.4,2.0,242.0,5,0.1666666666666666,6,1,0,1,2,0.8333333333333334,2,3,1,0,0,1.75,1
499,Kaffebrenneriet avd Grønland,998530954,GRØNLANDSLEIRET 32,0190,OSLO,4.3,2.0,436.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
500,Kaffebønnen/Butleren catering ,988194190,Skøyenveien 43,0375,OSLO,4.6,2.0,34.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
501,Kaffegram AS,927663651,Stockfleths gate 60A,0461,OSLO,4.5,2.0,177.0,2,0.5,2,0,1,1,2,1.0,1,0,1,0,0,4.0,2
502,Kaffehuset Steam CC Vest,993078093,LILLEAKERVEIEN 16,0283,OSLO,3.5,2.0,8.0,5,0.1428571428571428,7,1,0,1,2,0.7142857142857143,3,3,1,0,0,1.75,1
503,Kaffehuset Steam Østbanehallen,916583516,Jernbanetorget 1,0154,OSLO,3.9,2.0,209.0,2,0.0,2,1,0,1,1,1.0,0,2,0,0,0,1.0,0
504,Kaffekos avd. Bøler,995274760,Bølerlia 2,0691,OSLO,5.0,2.0,1.0,1,0.0,2,1,0,1,1,0.5,1,1,0,0,0,1.0,0
505,Kaffekos v/Cafe Cuisine AS,983635024,MANGLERUD SENTER PLOGVEIEN 6,0679,OSLO,3.7,2.0,9.0,9,0.3333333333333333,9,1,0,1,2,1.0,3,3,3,0,0,2.5,1
506,Kaffelykke,979588755,DÆLENGGATA 37A,0567,OSLO,4.6,1.0,132.0,5,0.2857142857142857,7,1,0,1,2,0.7142857142857143,4,1,2,0,0,3.0,1
507,"Kaffistova, Hotell Bondeheimen",885777112,Kristian IVs gate 2,0159,OSLO,4.1,2.0,353.0,6,0.1428571428571428,7,1,0,0,2,0.8571428571428571,2,4,1,0,1,1.6,1
508,Kafé Mathia,871705682,FROGNERVEIEN 67,0266,OSLO,3.0,2.0,82.0,2,0.0,5,1,0,1,1,0.4,3,2,0,0,0,1.0,0
509,Kafé Tandem,974131226,Grefsenveien 26,0482,OSLO,4.8,1.0,64.0,4,0.2,5,0,0,1,2,0.8,2,2,1,0,0,2.0,1
510,Kain Neo Filipino Bistro,821412382,Hammerborggata 9,0181,OSLO,4.8,2.0,101.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
511,Kampen Bistro Kafe Kampen,983561756,BØGATA 21,0655,OSLO,4.4,2.0,504.0,7,0.1428571428571428,7,1,1,1,2,1.0,1,5,1,0,1,1.5,1
512,Kampen Kaffebar AS,916065809,BØGATA 10,0655,OSLO,4.5,2.0,210.0,8,0.3333333333333333,9,1,0,1,2,0.8888888888888888,4,2,3,0,0,2.8,1
513,Kanpai Sushi x Izakaya,924576367,Parkveien 1B,0350,OSLO,4.6,2.0,286.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
514,Karachi StreetFood,925952753,Stovner Senter 3,0985,OSLO,4.6,2.0,114.0,6,0.6,5,1,0,1,2,1.2,2,0,3,0,0,4.0,2
515,Karma By Baljit/Masala Politics,923655654,Karl Johans gate 13,0154,OSLO,4.6,2.0,404.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
516,Katla,919825812,Universitetsgata 12,0164,OSLO,4.5,2.0,342.0,2,0.0,3,1,1,1,1,0.6666666666666666,1,2,0,0,0,1.0,0
517,Kazam Bowl,925601853,Lørenfaret 1,0585,OSLO,4.4,2.0,16.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
518,Kebab Kompaniet,922177139,Stovner senter 3,0985,OSLO,4.0,2.0,23.0,2,0.3333333333333333,3,0,0,1,2,0.6666666666666666,2,0,1,0,0,4.0,2
519,Kebab Kompaniet,924901802,Torggata 21A,0183,OSLO,3.9,2.0,300.0,3,0.3333333333333333,3,0,0,1,2,1.0,1,1,1,0,0,2.5,1
520,Kebabish Original ,815977882,BREIGATA 12,0187,OSLO,3.7,2.0,514.0,22,0.5625,16,1,1,1,3,1.375,6,1,6,3,0,5.2,2
521,Khushi indian Cuisine,920951600,Seilduksgata 5C,0553,OSLO,4.6,2.0,337.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
522,Kinabolle Grønland Basar,918106111,Tøyengata 2,0190,OSLO,4.4,2.0,227.0,4,0.5,4,1,0,1,2,1.0,2,0,2,0,0,4.0,2
523,"Kinakål, Vippa",999348165,Akershusstranda 25,0151,OSLO,4.3,2.0,2932.0,0,0.0,1,1,0,1,0,0.0,1,0,0,0,0,0.0,0
524,King Falafel,823399332,Brugata 3,0186,OSLO,4.8,1.0,892.0,2,0.5,2,0,0,1,2,1.0,1,0,1,0,0,4.0,2
525,Kjøkken & Bar AS,984470436,MØLLERGATA 16,0179,OSLO,4.2,2.0,55.0,13,0.5,12,1,0,0,2,1.0833333333333333,5,1,6,0,0,3.5714285714285716,2
526,Kjøkken og kaffe Oslo S avd. 1231,974823314,Jernbanetorget 1,0154,OSLO,3.5,2.0,65.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
527,Klosterenga cafe og bar ,912352455,SCHWEIGAARDSGATE 60 B,0656,OSLO,4.4,1.0,280.0,5,0.5,4,1,1,1,3,1.25,2,0,1,1,0,6.5,2
528,Klosteret,983222366,FREDENSBORGVEIEN 13,0177,OSLO,4.4,3.0,513.0,4,0.0,6,1,1,1,1,0.6666666666666666,2,4,0,0,1,1.0,0
529,Knerten & Camen,973393707,Rådhusgata 20,0151,OSLO,5.0,2.0,2.0,5,0.6666666666666666,3,1,0,0,3,1.6666666666666667,1,0,1,1,0,6.5,2
530,Koie Munch,921704739,Operagata 39,0194,OSLO,4.4,2.0,416.0,2,0.0,2,1,1,1,1,1.0,0,2,0,0,0,1.0,0
531,Koie Ramen,819223912,Osterhaus gate 13,0183,OSLO,4.4,2.0,1719.0,4,0.3333333333333333,6,1,1,1,2,0.6666666666666666,4,0,2,0,1,4.0,2
532,Kolonialen,911665182,Sofies gate 16,0170,OSLO,4.6,2.0,42.0,9,0.375,8,1,1,1,2,1.125,2,3,3,0,0,2.5,1
533,Kolonihagen Frogner ,994058487,FROGNERVEIEN 33,0263,OSLO,4.4,2.0,222.0,10,0.4,10,1,1,1,3,1.0,5,1,3,1,0,4.4,2
534,Kompis Lillo Gård,924604395,Sandakerveien 102D,0484,OSLO,4.3,2.0,230.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
535,Kompis Røa,925892556,Vækerøveien 207,0751,OSLO,4.0,2.0,52.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
536,Kongen Marina as,972330817,Frognerstranda 4,0250,OSLO,4.3,2.0,1121.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
537,"Kotengs Hagesenter A/S Plantasjen Skullerud, Karis Cafe",971945729,GENERAL RUGES VEI 107,0694,OSLO,4.2,2.0,746.0,10,0.5,10,1,0,0,2,1.0,5,0,5,0,0,4.0,2
538,Kraft,923857540,Turbinveien 26,0195,OSLO,4.6,2.0,82.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
539,Krem Kafe og Konditori ,921236549,Holmlia Senter vei 19,1255,OSLO,4.8,2.0,66.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
540,Krishnas Cuisine,982375673,Sørkedalsveien 10 B,0364,OSLO,4.6,1.0,216.0,3,0.0,6,1,1,1,1,0.5,3,3,0,0,0,1.0,0
541,Kryddern,928415546,Nils Hansens vei 15,0667,OSLO,4.3,2.0,4.0,2,0.5,2,0,0,1,2,1.0,1,0,1,0,0,4.0,2
542,Kullt,917793875,RÅDHUSGATA 27,0158,OSLO,4.1,3.0,1463.0,4,0.1666666666666666,6,1,1,1,2,0.6666666666666666,3,2,1,0,1,2.0,1
543,Kulturhuset i Oslo,916824416,Youngstorget 3,0155,OSLO,4.3,2.0,2469.0,3,0.0,4,1,1,1,1,0.75,1,3,0,0,0,1.0,0
544,Kuro Oslo,928868583,Rathkes gate 9C,0558,OSLO,4.9,2.0,19.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
545,Kveitemjøl ,923695052,Fjordalléen 10 ,0250,OSLO,4.3,2.0,94.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
546,Kverneriet,914748119,KIRKEVEIEN 64A,0364,OSLO,4.5,2.0,1871.0,7,0.2857142857142857,7,1,1,1,2,1.0,2,3,2,0,0,2.2,1
547,Kverneriet,918430962,Henrik Ibsens Gate 100,0255,OSLO,4.4,2.0,1228.0,3,0.3333333333333333,3,1,1,1,2,1.0,1,1,1,0,0,2.5,1
548,KöD Oslo AS ,920878717,Tollbugata 15,0152,OSLO,4.5,3.0,699.0,5,0.4,5,1,1,1,2,1.0,2,1,2,0,1,3.0,1
549,L'Ardoise AS,914926149,THERESESGATE 20,0168,OSLO,4.5,2.0,334.0,13,0.5,10,1,1,1,2,1.3,2,3,5,0,0,2.875,1
550,L'Oasis Mazze,929177193,Trondheimsveien 14,0560,OSLO,4.5,2.0,186.0,2,0.0,1,0,1,1,2,2.0,0,0,1,0,0,4.0,2
551,LETT Frogner,921847203,Frognerveien 8,0257,OSLO,3.9,2.0,41.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
552,LUCKY BIRD,917580898,Munkedamsveien 29,0251,OSLO,1.0,2.0,1.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
553,La Baguette Oslo S avd. 1318,923487158,Jernbanetorget 1,0154,OSLO,3.4,2.0,74.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
554,La Belle Flør Café,918622284,Ullevålsveien 1,0165,OSLO,4.8,2.0,16.0,2,0.0,2,1,1,1,1,1.0,0,2,0,0,0,1.0,0
555,La Fable Brasserie,988123358,Nedre Vollgate 19,0158,OSLO,4.3,2.0,95.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
556,La Mayor,926005839,Bernt Ankers Gate 25 ,0183,OSLO,4.8,2.0,44.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
557,La Mocca,920069908,Platous gate 6,0190,OSLO,5.0,2.0,2.0,2,0.0,1,0,0,1,2,2.0,0,0,1,0,0,4.0,2
558,La Sangria,872220992,Holbergs gate 19,0166,OSLO,4.3,2.0,389.0,6,0.0,7,1,1,1,1,0.8571428571428571,1,6,0,0,0,1.0,0
559,La Såda,998813913,Schultz gate 11,0365,OSLO,4.5,2.0,163.0,5,0.4,5,1,1,1,2,1.0,2,1,2,0,0,3.0,1
560,La Villa Restaurant,916656394,Tøyengata 2,0190,OSLO,4.4,2.0,564.0,8,0.375,8,1,1,1,2,1.0,3,2,3,0,0,2.8,1
561,Laboratoriet,924310898,Harbitzallen 3,0275,OSLO,4.2,2.0,103.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
562,Lahoree Dera Tandori,924356421,Norbygata 56,0190,OSLO,3.9,1.0,705.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
563,Landhandleriet,919977051,Øvre Smestad vei 1,0378,OSLO,4.8,2.0,40.0,3,0.3333333333333333,3,1,0,0,2,1.0,1,1,1,0,0,2.5,1
564,Larsen Restaurant,927472562,Sørkedalsveien 1b,0369,OSLO,4.2,2.0,537.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
565,Latter,986811478,HOLMENS GATE 1,0250,OSLO,4.4,2.0,1788.0,6,0.25,8,1,1,1,2,0.75,4,2,2,0,1,2.5,1
566,Lawo terrasse,988572349,KARL JOHANSGATE 26,0162,OSLO,3.7,3.0,424.0,6,0.5,6,0,1,1,2,1.0,3,0,3,0,0,4.0,2
567,Le Benjamin,995972247,Søndre gate 6,0256,OSLO,4.7,2.0,643.0,5,0.1428571428571428,7,1,1,1,2,0.7142857142857143,3,3,1,0,1,1.75,1
568,LeMeo Sushi,917302634,Mandalls gate 10,0190,OSLO,3.8,2.0,145.0,2,0.5,2,1,1,1,2,1.0,1,0,1,0,0,4.0,2
569,Leos lekeland Ulsrud,999047130,JOHN G. MATTESONS VEI 4,0687,OSLO,3.9,2.0,1457.0,6,0.2222222222222222,9,1,0,0,2,0.6666666666666666,5,2,2,0,0,2.5,1
570,Lett Aker Brygge,921847122,Grundingen 1,0250,OSLO,4.2,2.0,81.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
571,Lett Klingenberg,921847211,Klingenberggata 12,0161,OSLO,4.2,2.0,125.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
572,Lett Munch Brygge,927814358,Operagata 17,0194,OSLO,3.8,2.0,29.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
573,Lett Steen&Strøm,921847246,Nedre Slottsgate 8,0157,OSLO,3.8,2.0,17.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
574,Lett Valkyrien,930047988,Valkyriegata 3,0366,OSLO,3.5,2.0,2.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
575,Lett og Mett Duniya Grill AS,999664113,Brugata 8,0168,OSLO,3.7,2.0,21.0,12,0.4,10,0,0,1,3,1.2,3,3,3,1,0,3.4285714285714284,2
576,Liebling,926042238,Øvrefoss 4,0555,OSLO,4.4,2.0,431.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
577,Lille Amerika AS,924825375,Calmeyers gate 9A,0183,OSLO,4.6,2.0,294.0,2,0.0,2,1,1,1,1,1.0,0,2,0,0,0,1.0,0
578,Lille Andys,971912391,Frognerveien 12B,0263,OSLO,4.2,2.0,147.0,4,0.6666666666666666,3,1,0,1,2,1.3333333333333333,1,0,2,0,0,4.0,2
579,Lille O,928324958,Sandakerveien 102D,0484,OSLO,4.6,2.0,63.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
580,Lille Persille avd. Storo,815046862,VITAMINVEIEN 7,0485,OSLO,4.2,2.0,75.0,8,0.3333333333333333,9,1,0,1,2,0.8888888888888888,4,2,3,0,0,2.8,1
581,Lille Saigon,923400435,Sandakerveien102D,0484,OSLO,4.2,2.0,40.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
582,Lille Saigon 1 AS,812869922,Bernt Ankers gate 27,0183,OSLO,4.0,1.0,986.0,4,0.4,5,1,1,1,2,0.8,3,0,2,0,1,4.0,2
583,Lille Sumo,990684006,OLAV VS GATE 4,0161,OSLO,3.9,2.0,154.0,10,0.4444444444444444,9,1,0,1,3,1.1111111111111112,4,1,3,1,0,4.4,2
584,LilleAger AS ,927218666,Lilleakerveien 23,0283,OSLO,3.0,2.0,48.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
585,Lincoln sportsbar & restaurant,981379756,Vogts gate 43,0474,OSLO,3.9,2.0,203.0,1,0.0,1,0,1,1,1,1.0,0,1,0,0,0,1.0,0
586,Linderudkollen sportsstue,983872352,SOLEMSKOGEN,0496,OSLO,4.3,2.0,220.0,0,0.0,4,1,0,0,0,0.0,4,0,0,0,0,0.0,0
587,Ling Ling by Hakkasan,817736122,Stranden 30,0250,OSLO,4.1,2.0,652.0,1,0.0,5,1,1,1,1,0.2,4,1,0,0,1,1.0,0
588,Lio's Café & Catering,989901532,SCHLEPPEGRELLS GATE 30,0556,OSLO,4.8,2.0,148.0,5,0.25,8,1,0,1,2,0.625,5,1,2,0,0,3.0,1
589,Listen to Baljit,919966491,Frognerveien 1A,0257,OSLO,4.3,2.0,945.0,4,0.25,4,1,1,1,2,1.0,1,2,1,0,0,2.0,1
590,Lofthus Samvirkelag  avd. Åsengata,917380929,Åsengata 42A,0480,OSLO,4.6,2.0,425.0,0,0.0,1,1,1,1,0,0.0,1,0,0,0,0,0.0,0
591,Lofthus Samvirkelag Røa Torg,927016834,Tore Hals Mejdells vei 5,0751,OSLO,4.5,2.0,51.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
592,Lofthus samvirkelag Kunstnernes hus,917380864,WERGELANDSVEIEN 17,0167,OSLO,4.3,2.0,146.0,4,0.0,4,1,1,1,1,1.0,0,4,0,0,0,1.0,0
593,Los Tacos,916919085,Europarådets plass 1,0154,OSLO,4.0,2.0,1675.0,5,0.1666666666666666,6,1,1,1,2,0.8333333333333334,2,3,1,0,0,1.75,1
594,Los Tacos ,822612512,Seilduksgata 17,0553,OSLO,3.7,2.0,292.0,4,0.5,4,1,0,1,2,1.0,2,0,2,0,0,4.0,2
595,Los Tacos Oslo City AS,925427705,Stenersgata 1,050,OSLO,3.9,2.0,98.0,1,0.0,2,1,1,1,1,0.5,1,1,0,0,0,1.0,0
596,Los Tacos Smestad,928926087,Hoffsveien 92,0377,OSLO,4.8,2.0,23.0,2,0.0,1,1,0,1,2,2.0,0,0,1,0,0,4.0,2
597,Los Tacos Steen og Strøm,927944405,Nedre Slottsgate 8,0157,OSLO,4.5,2.0,44.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
598,Los Tacos Storo,922902968,Vitaminveien 11,0484,OSLO,4.2,2.0,460.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,0,1.0,0
599,Louise Restaurant & bar,984245734,Stranden 3,0250,OSLO,4.0,3.0,2000.0,4,0.1428571428571428,7,1,1,1,2,0.5714285714285714,4,2,1,0,1,2.0,1
600,Lucky Bird,911621622,MARIDALSVEIEN 17B,0175,OSLO,4.1,2.0,794.0,5,0.1428571428571428,7,1,1,1,2,0.7142857142857143,3,3,1,0,0,1.75,1
601,Ludo,822871992,Vibes gate 11A,0356,OSLO,4.6,2.0,135.0,2,0.0,2,1,1,1,1,1.0,0,2,0,0,0,1.0,0
602,Lulu,919895551,Youngs gate 7,0181,OSLO,4.7,2.0,204.0,3,0.3333333333333333,3,1,1,1,2,1.0,1,1,1,0,0,2.5,1
603,Lunar ,923217630,Lørenveien 690,0579,OSLO,4.5,2.0,44.0,1,0.0,1,1,0,1,1,1.0,0,1,0,0,0,1.0,0
604,Lysebu,873357312,Lysebuveien 12,0790,OSLO,4.6,2.0,510.0,9,0.3333333333333333,9,1,0,0,2,1.0,3,3,3,0,1,2.5,1
605,Løve Restaurant og Bar,996624838,Kristins IV's gate 8 ,0164,OSLO,4.3,2.0,111.0,6,0.1428571428571428,7,1,1,1,2,0.8571428571428571,2,4,1,0,0,1.6,1
606,M23 Bar & Restaurant AS/Hells Kitchen Oslo,921748337,Møllergata 23,0179,OSLO,4.3,1.0,135.0,2,0.0,2,1,1,1,1,1.0,0,2,0,0,0,1.0,0
607,MAD at BAR - Vulkan,996343537,MARIDALSVEIEN 17,0178,OSLO,3.6,2.0,47.0,7,0.25,8,1,1,1,2,0.875,3,3,2,0,0,2.2,1
608,MAX Grønland,914189020,TØYENGATA 2,0190,OSLO,3.5,1.0,920.0,8,0.375,8,1,1,1,3,1.0,4,1,2,1,0,4.5,2
609,MC Donalds Storo,995626306,VITAMINVEIEN 7-9,0485,OSLO,3.5,1.0,1197.0,4,0.1428571428571428,7,1,0,1,2,0.5714285714285714,4,2,1,0,1,2.0,1
610,MIND THE GAP,916463596,Romsås senter 1,0970,OSLO,3.6,2.0,19.0,14,0.6666666666666666,9,1,1,1,2,1.5555555555555556,2,0,7,0,0,4.0,2
611,MOCCA kaffebar & brenneri AS,982309808,Niels Juels gate 70,0259,OSLO,4.7,2.0,192.0,5,0.125,8,1,1,1,2,0.625,4,3,1,0,0,1.75,1
612,MR Mi,925299413,Vitaminveien 24,0483,OSLO,4.7,2.0,66.0,2,0.0,1,1,1,1,2,2.0,0,0,1,0,0,4.0,2
613,MR. Fish,913677692,SANDAKERVEIEN 22 A,0473,OSLO,4.2,2.0,251.0,21,0.6,15,1,0,1,3,1.4,4,2,8,1,0,3.909090909090909,2
614,Maaemo,995781220,Dronning Eufemias gate 23,0194,OSLO,4.7,4.0,463.0,0,0.0,6,1,1,1,0,0.0,6,0,0,0,1,0.0,0
615,Mac + Cheese Bar Møllergata,827096482,Møllergata 46,0179,OSLO,4.1,2.0,36.0,2,0.5,2,0,1,1,2,1.0,1,0,1,0,0,4.0,2
616,Mad Goat Tap Room,917605556,Mandallsgate 10,0190,OSLO,4.5,2.0,334.0,1,0.0,1,0,1,1,1,1.0,0,1,0,0,0,1.0,0
617,Mad Love Pizza,927384744,Grønlandsleiret 61b,0190,OSLO,4.7,2.0,134.0,2,0.5,2,1,0,1,2,1.0,1,0,1,0,0,4.0,2
618,Made in India by Aahar,919867035,Maridalsveien 21,0178,OSLO,4.4,2.0,410.0,2,0.3333333333333333,3,1,1,1,2,0.6666666666666666,2,0,1,0,0,4.0,2
619,Mahayana Asian Dining,899165322,Stortingsgata 12,0161,OSLO,4.1,2.0,779.0,12,0.4545454545454545,11,1,1,1,2,1.0909090909090908,4,2,5,0,0,3.142857142857143,2
620,Majorstua sushi,998683424,Bogstadsveien 53 ,0366,OSLO,4.0,1.0,212.0,5,0.6666666666666666,3,1,0,1,3,1.6666666666666667,1,0,1,1,0,6.5,2
621,Malik's Kvarten Bistro AS,876576422,KRISTIAN IV`S GATE 1,0164,OSLO,4.0,1.0,186.0,16,0.5833333333333334,12,0,0,1,3,1.3333333333333333,5,0,5,2,0,5.428571428571429,2
622,Malik`s Mortensrud ,983678742,LOFSRUDVEIEN 6,1281,OSLO,4.1,2.0,70.0,7,0.25,8,1,1,1,2,0.875,3,3,2,0,0,2.2,1
623,Mamma Pizza AS,998915945,Dronningens gate 22,0154,OSLO,4.6,2.0,3509.0,1,0.0,1,1,1,1,1,1.0,0,1,0,0,1,1.0,0
624,Mandi restaurant AS,922141800,Tøyengata 29,0578,OSLO,4.5,2.0,196.0,2,0.5,2,0,1,1,2,1.0,1,0,1,0,0,4.0,2
625,Mangiamo,923189955,Thorvald Meyers gate 43A,0555,OSLO,3.9,2.0,498.0,3,0.3333333333333333,3,1,1,1,2,1.0,1,1,1,0,0,2.5,1
626,Mano Pizza,815598342,Frognerveien 2,0257,OSLO,4.3,2.0,130.0,2,0.0,2,1,1,1,1,1.0,0,2,0,0,0,1.0,0
627,Marajah as,916317433,TRONDHEIMSVEIEN 391,0952,OSLO,3.9,2.0,35.0,16,0.5,12,0,1,1,3,1.3333333333333333,4,1,6,1,0,4.25,2
628,Marienlyst Cafebar,976781503,Kirkeveien 104,0361,OSLO,4.4,1.0,112.0,1,0.0,1,0,0,1,1,1.0,0,1,0,0,0,1.0,0
629,Mariholtet sportsstue Marka,971885017,Mariholtveien 200,1061,OSLO,4.5,2.0,517.0,0,0.0,2,1,0,1,0,0.0,2,0,0,0,0,0.0,0
630,Markveien Mat & Vinhus,971734264,TORVBAKKGATA 12,0550,OSLO,4.5,2.0,280.0,5,0.125,8,1,1,1,2,0.625,4,3,1,0,0,1.75,1
631,Marmaris - Bella grill house,913646401,STORGATA 45,0182,OSLO,1.0,2.0,4.0,3,0.3333333333333333,3,1,0,1,3,1.0,2,0,0,1,0,9.0,2
632,Marrakech - Vippa,922316708,Akershusstranda 25 ,0150,OSLO,5.0,2.0,1.0,1,0.0,2,1,0,1,1,0.5,1,1,0,0,0,1.0,0
